CampaignID,CampaignName,StartDate,EndDate,Channel,Spend,LeadsGenerated,Conversions,RevenueGenerated,Clicks,Impressions
CAMP02144,Product Launch,2024-03-28,2024-04-26,Event,16574.47,1465,17,2919.43,5054,55594
CAMP02145,Festive Ads,2024-05-16,2024-05-26,Email,18086.03,2993,780,174670.09,15941,79705
CAMP02146,Brand Awareness,2024-04-29,2024-05-20,Influencer,2653.77,398,37,10214.1,4998,59976
CAMP02147,Email Blast,2024-05-14,2024-05-31,Influencer,2807.11,1993,129,19931.88,17625,264375
CAMP02148,Festive Ads,2024-03-14,2024-04-03,Influencer,1776.57,1013,94,4803.55,9847,88623
CAMP02149,Summer Sale,2024-09-28,2024-10-06,Email,15034.28,3391,643,84191.78,14908,238528
CAMP02150,Product Launch,2024-03-30,2024-04-20,Event,19558.84,2503,426,25203.35,13751,220016
CAMP02151,Product Launch,2024-01-28,2024-02-22,Email,7349.53,2440,378,101209.34,6776,40656
CAMP02152,Brand Awareness,2024-08-26,2024-09-17,Influencer,743.34,3396,345,86686.1,2573,23157
CAMP02153,Product Launch,2024-07-11,2024-07-31,Event,7659.47,3141,134,34139.25,3098,61960
CAMP02154,Summer Sale,2024-09-11,2024-09-16,Event,4444.02,1334,226,45856.15,4148,70516
CAMP02155,Winter Sale,2024-07-28,2024-08-10,Event,7821.42,4217,21,4838.27,18740,149920
CAMP02156,Product Launch,2024-03-14,2024-03-21,Social Media,16488.49,3047,627,167014.7,2083,27079
CAMP02157,Festive Ads,2024-04-16,2024-04-26,Influencer,19367.3,2691,778,168757.46,4843,62959
CAMP02158,Email Blast,2024-06-01,2024-06-25,Event,14004.99,953,258,66589.09,911,16398
CAMP02159,Email Blast,2024-03-17,2024-04-06,Email,7076.59,4612,290,24525.9,16193,242895
CAMP02160,Product Launch,2024-03-25,2024-04-13,Event,8901.8,3001,685,65852.42,10001,140014
CAMP02161,Winter Sale,2024-11-20,2024-12-04,Influencer,3222.35,2334,664,35321.44,11517,149721
CAMP02162,Email Blast,2024-08-09,2024-08-31,Event,6677.11,1178,33,2751.38,10314,175338
CAMP02163,Winter Sale,2024-01-24,2024-02-09,Social Media,1038.54,2337,624,85128.86,9813,176634
CAMP02164,Brand Awareness,2024-10-15,2024-10-26,Social Media,9597.96,1386,310,48843.43,14334,129006
CAMP02165,Festive Ads,2024-06-28,2024-07-10,Email,13557.74,1870,205,19688.32,3952,63232
CAMP02166,Influencer Boost,2024-03-12,2024-03-27,Email,8797.2,1015,165,19839.52,197,2561
CAMP02167,Email Blast,2024-09-25,2024-10-13,Influencer,18425.28,528,81,14397.71,17431,104586
CAMP02168,Product Launch,2024-10-07,2024-11-01,Event,17380.67,2496,384,41496.69,12009,120090
CAMP02169,Summer Sale,2024-07-09,2024-08-01,Event,9877.64,1428,214,23441.84,16777,83885
CAMP02170,Influencer Boost,2024-11-18,2024-12-11,Influencer,5390.29,4728,924,203424.13,9871,148065
CAMP02171,Email Blast,2024-06-08,2024-07-06,Influencer,8297.52,3300,15,1979.77,4248,25488
CAMP02172,Festive Ads,2024-07-28,2024-08-10,Email,14250.32,1503,366,83064.07,15330,291270
CAMP02173,Email Blast,2024-06-11,2024-06-30,Email,17596.14,2857,794,184697.58,2908,20356
CAMP02174,Winter Sale,2024-06-16,2024-07-11,Social Media,19052.05,2036,506,49667.3,12281,73686
CAMP02175,Product Launch,2024-02-28,2024-03-09,Event,19801.37,2050,218,43648.12,13031,195465
CAMP02176,Product Launch,2024-09-28,2024-10-24,Email,16178.4,3027,583,55601.32,14360,71800
CAMP02177,Winter Sale,2024-06-19,2024-07-07,Social Media,6956.03,2134,380,43444.83,18457,147656
CAMP02178,Product Launch,2024-03-28,2024-04-03,Email,12432.82,2298,202,15063.45,12247,171458
CAMP02179,Product Launch,2024-08-31,2024-09-05,Social Media,12649.86,2995,281,31373.73,1069,14966
CAMP02180,Festive Ads,2024-06-26,2024-07-02,Social Media,15122.27,1531,376,38258.59,4320,30240
CAMP02181,Festive Ads,2024-12-16,2025-01-10,Social Media,18184.01,2095,620,110588.65,14360,272840
CAMP02182,Festive Ads,2024-02-14,2024-03-13,Event,5757.7,1264,227,51203.28,14458,86748
CAMP02183,Summer Sale,2024-01-09,2024-01-26,Email,5841.32,2026,224,33423.57,1723,34460
CAMP02184,Summer Sale,2024-04-10,2024-04-30,Event,6526.68,2556,215,53244.97,8912,89120
CAMP02185,Brand Awareness,2024-04-26,2024-05-05,Email,3806.2,2820,683,145814.35,5061,25305
CAMP02186,Email Blast,2024-10-01,2024-10-24,Event,18729.74,1936,149,41563.93,8939,125146
CAMP02187,Influencer Boost,2024-04-20,2024-05-08,Influencer,5026.55,485,32,2006.42,8469,76221
CAMP02188,Email Blast,2024-12-24,2025-01-22,Social Media,16662.85,713,71,5171.2,7186,64674
CAMP02189,Email Blast,2024-04-18,2024-05-18,Event,3524.78,2279,362,69051.55,9470,75760
CAMP02190,Festive Ads,2024-11-24,2024-12-10,Social Media,13863.79,2568,125,24964.59,15594,124752
CAMP02191,Product Launch,2024-06-15,2024-07-10,Influencer,15612.22,2365,107,27982.83,15387,123096
CAMP02192,Summer Sale,2024-03-08,2024-04-01,Email,7227.79,4319,1263,224718.99,1583,23745
CAMP02193,Product Launch,2024-10-16,2024-10-21,Event,15319.25,629,72,19847.75,19125,210375
CAMP02194,Brand Awareness,2024-09-07,2024-10-07,Event,7164.2,600,148,38983.38,1708,29036
CAMP02195,Product Launch,2024-11-05,2024-11-12,Influencer,6088.91,4043,1114,72827.17,1530,19890
CAMP02196,Summer Sale,2024-04-17,2024-04-22,Email,5660.79,1022,51,14514.53,7685,38425
CAMP02197,Product Launch,2024-02-21,2024-03-16,Social Media,2264.82,1802,25,4737.3,12927,232686
CAMP02198,Summer Sale,2024-06-05,2024-06-30,Influencer,6378.45,388,44,5515.45,10366,155490
CAMP02199,Product Launch,2024-04-07,2024-04-29,Influencer,12703.59,4376,177,25878.05,13233,158796
CAMP02200,Email Blast,2024-04-04,2024-04-30,Email,17015.34,297,70,13780.89,17617,158553
CAMP02201,Summer Sale,2024-04-13,2024-05-06,Social Media,13189.42,1136,198,49032.46,11710,163940
CAMP02202,Summer Sale,2024-02-19,2024-03-08,Event,16153.48,1403,392,19824.2,3524,70480
CAMP02203,Winter Sale,2024-11-14,2024-11-22,Email,11861.45,1159,35,3282.68,18616,223392
CAMP02204,Email Blast,2024-10-17,2024-11-13,Email,8459.17,2819,217,51645.88,1430,22880
CAMP02205,Winter Sale,2024-07-15,2024-07-21,Event,12193.6,2148,222,59467.37,760,11400
CAMP02206,Festive Ads,2024-06-06,2024-07-02,Influencer,7647.53,4151,128,29912.23,1706,8530
CAMP02207,Email Blast,2024-01-11,2024-01-29,Event,1013.03,1921,445,25208.14,6196,37176
CAMP02208,Winter Sale,2024-09-25,2024-10-11,Social Media,15385.83,1598,111,7290.04,2574,23166
CAMP02209,Product Launch,2024-07-15,2024-08-05,Social Media,3990.21,197,28,4624.97,8046,64368
CAMP02210,Product Launch,2024-08-15,2024-08-22,Event,6322.64,3986,10,680.25,18238,218856
CAMP02211,Winter Sale,2024-03-06,2024-03-11,Social Media,7137.81,1450,31,5254.84,19540,97700
CAMP02212,Brand Awareness,2024-09-04,2024-10-01,Influencer,16937.67,1897,98,8047.68,13405,268100
CAMP02213,Influencer Boost,2024-08-18,2024-09-08,Event,3952.49,1584,359,65121.38,16593,199116
CAMP02214,Influencer Boost,2024-01-03,2024-01-16,Event,8246.31,3239,328,46858.75,12726,254520
CAMP02215,Summer Sale,2024-01-04,2024-01-26,Influencer,15137.24,3639,462,78926.47,12542,100336
CAMP02216,Winter Sale,2024-12-31,2025-01-05,Event,10437.21,2976,27,3313.33,13007,221119
CAMP02217,Summer Sale,2024-06-22,2024-06-30,Event,2087.9,2425,129,15701.26,18280,274200
CAMP02218,Summer Sale,2024-03-14,2024-04-02,Email,2378.91,58,11,1746.78,1966,9830
CAMP02219,Summer Sale,2024-07-18,2024-08-04,Social Media,5574.48,887,6,1159.07,6828,47796
CAMP02220,Email Blast,2024-08-19,2024-08-28,Social Media,1781.41,4858,632,73363.61,10324,51620
CAMP02221,Product Launch,2024-12-17,2024-12-23,Event,5933.48,2718,571,112713.85,3708,74160
CAMP02222,Festive Ads,2024-04-28,2024-05-27,Email,2151.22,4054,278,61285.98,18410,276150
CAMP02223,Influencer Boost,2024-06-18,2024-07-07,Event,3245.19,1658,472,56623.8,4286,55718
CAMP02224,Email Blast,2024-12-04,2024-12-21,Influencer,13819.74,559,163,11029.88,4831,33817
CAMP02225,Influencer Boost,2024-06-12,2024-07-05,Event,16478.81,3390,960,191571.59,13208,264160
CAMP02226,Festive Ads,2024-11-12,2024-11-17,Social Media,14872.83,3751,74,20533.27,13007,234126
CAMP02227,Summer Sale,2024-08-24,2024-08-30,Event,13387.31,1387,26,2026.67,15780,299820
CAMP02228,Influencer Boost,2024-10-07,2024-10-24,Influencer,762.79,492,59,11588.31,3246,55182
CAMP02229,Brand Awareness,2024-07-18,2024-08-10,Event,17022.88,3985,847,251861.68,976,16592
CAMP02230,Product Launch,2024-06-06,2024-07-01,Email,12594.63,521,111,17770.36,3665,25655
CAMP02231,Influencer Boost,2024-10-15,2024-11-12,Email,3661.8,3249,195,38653.45,8200,65600
CAMP02232,Summer Sale,2024-01-10,2024-01-17,Email,5645.43,1399,167,26936.22,14032,196448
CAMP02233,Influencer Boost,2024-07-10,2024-08-02,Influencer,17526.08,3901,740,114034.87,12120,121200
CAMP02234,Brand Awareness,2024-04-20,2024-05-18,Event,10908.88,3951,1108,231007.28,16468,230552
CAMP02235,Product Launch,2024-08-07,2024-08-14,Social Media,3177.36,4765,382,95752.11,6225,87150
CAMP02236,Influencer Boost,2024-12-02,2024-12-09,Event,3159.63,1070,209,20254.3,15156,151560
CAMP02237,Email Blast,2024-09-03,2024-09-30,Email,3354.43,3696,319,18985.08,5944,65384
CAMP02238,Summer Sale,2024-06-25,2024-07-15,Social Media,8905.86,1845,409,115561.52,7678,145882
CAMP02239,Winter Sale,2024-06-11,2024-07-01,Event,654.71,4614,619,135119.33,18168,254352
CAMP02240,Influencer Boost,2024-09-26,2024-10-07,Event,4899.55,228,61,9305.07,4090,77710
CAMP02241,Email Blast,2024-06-08,2024-06-19,Email,5312.99,3439,206,12659.64,9389,103279
CAMP02242,Product Launch,2024-09-26,2024-10-13,Influencer,9893.03,227,20,1756.23,9840,68880
CAMP02243,Email Blast,2024-10-11,2024-11-01,Email,11993.98,257,27,7880.13,1432,17184
CAMP02244,Winter Sale,2024-12-10,2024-12-29,Social Media,3173.3,4031,503,74400.57,17923,268845
CAMP02245,Influencer Boost,2024-05-01,2024-05-08,Social Media,12924.41,1843,122,34354.58,19886,139202
CAMP02246,Summer Sale,2024-09-12,2024-10-08,Event,12535.84,2200,602,112270.72,14210,156310
CAMP02247,Influencer Boost,2024-10-30,2024-11-12,Event,2300.23,209,8,600.74,18951,170559
CAMP02248,Summer Sale,2024-02-22,2024-03-11,Influencer,10167.29,2120,505,48106.71,7689,53823
CAMP02249,Product Launch,2024-03-16,2024-04-05,Email,17898.11,1128,120,16998.36,215,2150
CAMP02250,Winter Sale,2024-07-12,2024-08-04,Influencer,16652.05,417,118,22547.2,1490,13410
CAMP02251,Product Launch,2024-06-13,2024-06-24,Event,19043.93,2530,667,80969.54,11129,211451
CAMP02252,Winter Sale,2024-12-01,2024-12-25,Email,14105.91,1987,472,90654.96,8833,150161
CAMP02253,Brand Awareness,2024-12-06,2024-12-18,Email,19988.96,4143,91,24546.86,2377,16639
CAMP02254,Email Blast,2024-02-05,2024-02-13,Social Media,1439.79,3815,98,9605.72,4108,24648
CAMP02255,Festive Ads,2024-12-16,2024-12-26,Event,8964.04,2380,699,56111.97,7051,70510
CAMP02256,Brand Awareness,2024-03-19,2024-04-02,Social Media,16279.09,2828,585,101823.01,4321,60494
CAMP02257,Email Blast,2024-05-27,2024-06-18,Social Media,13078.49,4233,419,113190.3,6346,82498
CAMP02258,Festive Ads,2024-09-01,2024-09-28,Email,19470.34,2073,294,54796.77,12712,241528
CAMP02259,Summer Sale,2024-04-04,2024-04-22,Influencer,12149.9,3543,1062,75356.8,5785,92560
CAMP02260,Summer Sale,2024-11-19,2024-12-10,Social Media,7779.41,1017,207,37235.15,19553,195530
CAMP02261,Festive Ads,2024-07-19,2024-08-02,Influencer,16132.46,1058,217,36731.41,14235,199290
CAMP02262,Email Blast,2024-04-22,2024-05-13,Email,19970.4,4839,129,28499.74,18901,207911
CAMP02263,Winter Sale,2024-06-02,2024-06-12,Social Media,9609.87,4710,64,17866.34,14378,100646
CAMP02264,Brand Awareness,2024-09-07,2024-10-06,Influencer,14830.02,424,52,7283.16,16,144
CAMP02265,Winter Sale,2024-02-02,2024-02-08,Influencer,9660.24,1708,480,54996.09,4033,32264
CAMP02266,Winter Sale,2024-12-31,2025-01-24,Event,7419.94,3596,683,154846.86,6514,58626
CAMP02267,Winter Sale,2024-01-14,2024-02-12,Event,15342.06,4869,940,267676.89,4188,29316
CAMP02268,Winter Sale,2024-11-26,2024-12-12,Event,7114.62,4387,535,160327.24,2142,10710
CAMP02269,Brand Awareness,2024-09-22,2024-10-11,Event,10613.49,2410,639,38778.9,3974,35766
CAMP02270,Influencer Boost,2024-05-24,2024-06-07,Influencer,9636.46,3687,792,217964.28,10047,60282
CAMP02271,Email Blast,2024-09-25,2024-10-03,Influencer,7980.6,3801,970,79922.67,2467,24670
CAMP02272,Brand Awareness,2024-10-07,2024-10-13,Influencer,8176.51,4950,373,78874.38,3459,38049
CAMP02273,Brand Awareness,2024-01-12,2024-02-11,Email,17681.08,1592,201,41731.91,634,7608
CAMP02274,Festive Ads,2024-01-12,2024-02-03,Influencer,19662.39,2041,420,34149.71,18375,202125
CAMP02275,Product Launch,2024-06-18,2024-07-01,Social Media,12273.82,3551,448,86255.82,2046,24552
CAMP02276,Festive Ads,2024-12-17,2025-01-11,Influencer,4426.39,1372,195,12865.92,12309,73854
CAMP02277,Product Launch,2024-05-03,2024-06-01,Social Media,3977.05,4167,658,75197.65,9240,110880
CAMP02278,Email Blast,2024-06-03,2024-06-30,Social Media,1880.77,4394,183,51768.48,4455,89100
CAMP02279,Festive Ads,2024-05-25,2024-06-08,Event,2611.74,51,5,954.08,18311,109866
CAMP02280,Email Blast,2024-12-19,2024-12-27,Influencer,7461.31,4808,799,137616.65,6892,110272
CAMP02281,Influencer Boost,2024-09-07,2024-09-24,Email,13454.47,294,21,1836.6,15620,234300
CAMP02282,Brand Awareness,2024-03-12,2024-03-22,Email,7799.88,3654,137,24772.85,12196,134156
CAMP02283,Email Blast,2024-09-27,2024-10-06,Social Media,1550.07,2943,206,18585.09,1082,20558
CAMP02284,Product Launch,2024-10-01,2024-10-29,Influencer,15770.09,4955,1485,429251.05,9221,101431
CAMP02285,Summer Sale,2024-05-02,2024-05-31,Event,11868.97,1692,420,43561.88,8734,96074
CAMP02286,Summer Sale,2024-06-25,2024-06-30,Social Media,8518.97,2779,643,151118.53,14954,269172
CAMP02287,Email Blast,2024-01-31,2024-02-09,Influencer,1566.86,3914,878,231170.97,16937,220181
CAMP02288,Winter Sale,2024-03-08,2024-03-29,Email,3453.06,660,75,21928.58,974,8766
CAMP02289,Summer Sale,2024-06-20,2024-07-17,Email,15712.11,316,66,6899.77,6229,118351
CAMP02290,Summer Sale,2024-05-27,2024-06-16,Influencer,9467.63,4117,1068,138918.93,13634,272680
CAMP02291,Winter Sale,2024-02-03,2024-02-27,Influencer,6924.41,3933,798,83620.91,10527,178959
CAMP02292,Product Launch,2024-01-15,2024-01-31,Influencer,18282.8,3904,507,78287.9,11546,138552
CAMP02293,Brand Awareness,2024-08-24,2024-09-06,Influencer,6173.81,1091,67,13923.02,2102,14714
CAMP02294,Product Launch,2024-02-08,2024-02-27,Event,10276.57,3770,551,93107.55,16782,167820
CAMP02295,Winter Sale,2024-06-04,2024-06-23,Event,16931.36,1792,199,54892.95,28,504
CAMP02296,Festive Ads,2024-08-06,2024-08-16,Event,14444.49,1958,175,22893.21,19692,354456
CAMP02297,Product Launch,2024-08-11,2024-09-10,Social Media,9600.21,2783,668,169496.13,14512,72560
CAMP02298,Influencer Boost,2024-04-16,2024-05-03,Email,18739.06,1028,73,16250.51,12825,166725
CAMP02299,Product Launch,2024-11-28,2024-12-22,Social Media,13097.8,2096,467,137943.41,6215,93225
CAMP02300,Email Blast,2024-12-01,2024-12-15,Email,18604.15,621,161,28890.11,17535,280560
CAMP02301,Summer Sale,2024-04-26,2024-05-20,Social Media,6890.24,3874,873,126588.51,4753,95060
CAMP02302,Email Blast,2024-10-13,2024-11-09,Influencer,4404.69,3568,757,173120.61,7276,72760
CAMP02303,Email Blast,2024-05-22,2024-06-06,Event,11544.84,322,77,15997.96,9233,120029
CAMP02304,Festive Ads,2024-01-23,2024-02-12,Event,9521.68,2381,207,15027.94,12510,212670
CAMP02305,Product Launch,2024-07-18,2024-08-10,Event,6049.03,4484,680,76861.2,5481,49329
CAMP02306,Email Blast,2024-08-18,2024-09-16,Event,1576.76,730,103,19475.67,13068,65340
CAMP02307,Influencer Boost,2024-09-22,2024-10-10,Social Media,2073.77,4121,715,163003.19,5417,59587
CAMP02308,Festive Ads,2024-03-06,2024-03-11,Influencer,18913.76,3236,933,192737.18,18584,260176
CAMP02309,Product Launch,2024-01-06,2024-01-13,Event,12527.91,2418,5,290.51,10261,184698
CAMP02310,Product Launch,2024-02-06,2024-02-18,Social Media,4237.71,2566,335,90635.86,17075,273200
CAMP02311,Winter Sale,2024-08-20,2024-09-10,Influencer,15374.79,4538,444,47094.76,8075,96900
CAMP02312,Brand Awareness,2024-03-06,2024-03-26,Social Media,1023.75,2476,379,28566.87,19416,116496
CAMP02313,Brand Awareness,2024-12-03,2024-12-14,Event,8711.92,2823,745,53261.97,19615,235380
CAMP02314,Brand Awareness,2024-08-20,2024-09-12,Email,7535.27,2481,185,34919.73,7097,106455
CAMP02315,Summer Sale,2024-06-07,2024-07-06,Social Media,1739.44,730,74,20448.01,16539,248085
CAMP02316,Influencer Boost,2024-12-08,2024-12-24,Influencer,4205.19,2692,427,60602.99,7052,112832
CAMP02317,Influencer Boost,2024-02-15,2024-02-29,Influencer,19067.64,2607,777,60173.09,18395,331110
CAMP02318,Festive Ads,2024-03-12,2024-04-06,Event,2592.39,3286,200,24264.86,3847,76940
CAMP02319,Brand Awareness,2024-11-02,2024-11-18,Email,8792.69,1800,394,82111.82,6782,108512
CAMP02320,Influencer Boost,2024-03-09,2024-04-08,Social Media,4218.71,2033,395,56874.74,5560,55600
CAMP02321,Product Launch,2024-12-04,2024-12-31,Social Media,7835.2,1675,123,21620.78,7093,35465
CAMP02322,Email Blast,2024-11-28,2024-12-24,Email,5335.09,3745,131,8710.64,7438,74380
CAMP02323,Product Launch,2024-05-06,2024-05-14,Social Media,3876.07,3893,1056,189277.54,15737,78685
CAMP02324,Email Blast,2024-03-29,2024-04-08,Social Media,18334.46,367,106,16368.71,2839,28390
CAMP02325,Email Blast,2024-10-20,2024-11-09,Social Media,5860.92,4992,730,164199.33,5870,117400
CAMP02326,Influencer Boost,2024-08-18,2024-08-24,Event,11755.79,4906,220,39996.93,9181,146896
CAMP02327,Email Blast,2024-12-20,2025-01-10,Event,14768.91,1194,296,65210.12,9367,159239
CAMP02328,Festive Ads,2024-01-13,2024-01-31,Event,15222.31,2763,712,107452.2,7506,97578
CAMP02329,Festive Ads,2024-05-28,2024-06-14,Email,7325.45,1459,134,11880.58,7425,51975
CAMP02330,Product Launch,2024-05-05,2024-05-26,Email,14971.59,3865,608,63613.13,8714,139424
CAMP02331,Email Blast,2024-11-04,2024-11-15,Influencer,5290.0,3528,813,111905.99,9925,109175
CAMP02332,Festive Ads,2024-06-29,2024-07-20,Social Media,1276.82,2654,246,69732.55,5775,69300
CAMP02333,Product Launch,2024-10-12,2024-10-28,Social Media,7928.92,802,92,14581.82,5479,93143
CAMP02334,Festive Ads,2024-06-22,2024-07-05,Event,9734.8,4168,372,63161.28,8524,110812
CAMP02335,Winter Sale,2024-05-12,2024-05-22,Event,14598.45,754,36,6641.96,7277,87324
CAMP02336,Email Blast,2024-08-17,2024-09-13,Social Media,14932.61,420,16,1545.09,9047,171893
CAMP02337,Festive Ads,2024-08-25,2024-09-12,Event,7197.21,249,12,3118.94,5851,93616
CAMP02338,Festive Ads,2024-12-08,2024-12-25,Influencer,6057.79,4495,587,126510.68,17144,137152
CAMP02339,Brand Awareness,2024-07-30,2024-08-15,Email,7137.92,4589,560,59742.96,4832,72480
CAMP02340,Influencer Boost,2024-01-21,2024-02-05,Influencer,8694.16,162,36,9106.35,5586,72618
CAMP02341,Festive Ads,2024-10-01,2024-10-08,Event,14684.76,997,107,23955.6,15544,93264
CAMP02342,Product Launch,2024-02-18,2024-03-16,Event,17891.79,4590,27,1352.11,4280,38520
CAMP02343,Email Blast,2024-02-24,2024-03-01,Influencer,16909.61,3835,933,67707.01,16724,334480
CAMP02344,Festive Ads,2024-02-29,2024-03-21,Social Media,2899.35,3313,390,106045.63,15666,250656
CAMP02345,Brand Awareness,2024-11-17,2024-12-09,Email,3714.52,979,177,13913.4,16189,161890
CAMP02346,Summer Sale,2024-01-14,2024-02-09,Social Media,7932.29,3384,203,28412.85,14590,145900
CAMP02347,Winter Sale,2024-01-11,2024-02-02,Event,4765.79,880,39,2936.93,16133,193596
CAMP02348,Summer Sale,2024-06-12,2024-06-21,Influencer,622.71,4633,917,65917.76,11791,165074
CAMP02349,Summer Sale,2024-09-17,2024-09-22,Event,12873.41,139,25,1604.1,6491,64910
CAMP02350,Email Blast,2024-01-02,2024-01-21,Email,15010.16,4875,78,10243.09,11293,169395
CAMP02351,Festive Ads,2024-05-29,2024-06-17,Email,1427.96,363,68,18018.95,5598,33588
CAMP02352,Winter Sale,2024-10-25,2024-11-18,Event,1019.29,3233,673,74051.36,3535,45955
CAMP02353,Festive Ads,2024-03-24,2024-04-03,Event,3000.59,1802,412,114622.65,18834,320178
CAMP02354,Product Launch,2024-01-10,2024-01-22,Event,3168.38,476,63,18325.78,1221,24420
CAMP02355,Email Blast,2024-10-11,2024-10-16,Social Media,2453.69,1998,549,117247.13,6369,114642
CAMP02356,Festive Ads,2024-12-10,2024-12-26,Event,17990.18,2141,74,17384.38,6409,32045
CAMP02357,Product Launch,2024-08-21,2024-09-15,Influencer,13945.43,4640,631,53634.62,11868,83076
CAMP02358,Brand Awareness,2024-04-01,2024-04-10,Email,3785.61,4250,649,68571.85,2592,18144
CAMP02359,Product Launch,2024-02-18,2024-03-13,Event,18990.6,2577,168,19572.35,16279,162790
CAMP02360,Winter Sale,2024-11-16,2024-11-26,Email,8180.01,1136,155,14616.37,5329,42632
CAMP02361,Winter Sale,2024-05-30,2024-06-19,Influencer,2835.61,4717,1171,333496.17,14468,173616
CAMP02362,Winter Sale,2024-02-21,2024-03-04,Social Media,8333.12,3754,98,18561.63,1452,21780
CAMP02363,Winter Sale,2024-04-26,2024-05-09,Email,816.89,855,252,47361.25,1711,17110
CAMP02364,Product Launch,2024-09-08,2024-09-24,Email,15142.35,63,14,2411.96,17072,102432
CAMP02365,Influencer Boost,2024-07-26,2024-08-16,Influencer,6215.08,1405,92,17528.98,5190,103800
CAMP02366,Winter Sale,2024-12-17,2025-01-08,Social Media,18300.64,2530,641,54216.1,6357,57213
CAMP02367,Brand Awareness,2024-11-22,2024-12-12,Social Media,14997.26,1285,203,49799.39,2989,38857
CAMP02368,Product Launch,2024-11-03,2024-11-15,Influencer,17213.99,3315,768,148282.83,1623,14607
CAMP02369,Brand Awareness,2024-02-02,2024-02-28,Event,9024.06,1731,32,5211.58,6412,44884
CAMP02370,Brand Awareness,2024-08-03,2024-09-01,Email,2597.75,1264,40,10429.15,16904,152136
CAMP02371,Summer Sale,2024-11-21,2024-11-28,Email,12503.8,1541,245,28708.07,8367,41835
CAMP02372,Winter Sale,2024-11-01,2024-11-06,Social Media,8809.01,1482,215,29061.83,4368,87360
CAMP02373,Summer Sale,2024-02-12,2024-03-03,Influencer,9868.16,2938,789,182197.17,14865,282435
CAMP02374,Product Launch,2024-12-13,2025-01-01,Event,6075.41,2258,345,75610.68,6051,48408
CAMP02375,Influencer Boost,2024-05-10,2024-05-25,Influencer,19762.23,4983,1182,83686.67,5915,82810
CAMP02376,Summer Sale,2024-05-16,2024-06-05,Event,5779.01,2145,543,88486.16,16100,177100
CAMP02377,Summer Sale,2024-09-12,2024-10-05,Social Media,14410.53,4963,533,122899.53,14965,74825
CAMP02378,Email Blast,2024-11-05,2024-11-14,Event,2153.51,3221,160,22050.11,12938,64690
CAMP02379,Brand Awareness,2024-12-16,2024-12-26,Email,4644.96,3096,865,168808.26,4768,42912
CAMP02380,Winter Sale,2024-10-29,2024-11-05,Influencer,5446.4,4233,413,118289.64,13305,172965
CAMP02381,Product Launch,2024-05-26,2024-06-17,Email,15569.63,3350,491,135922.39,6791,135820
CAMP02382,Influencer Boost,2024-10-30,2024-11-04,Email,11650.57,1505,62,5321.14,8352,100224
CAMP02383,Festive Ads,2024-08-03,2024-09-02,Social Media,15049.06,4215,619,158211.08,4877,82909
CAMP02384,Summer Sale,2024-10-15,2024-11-07,Social Media,6906.51,2649,648,97863.79,857,15426
CAMP02385,Email Blast,2024-09-02,2024-09-27,Social Media,11785.55,3308,214,34495.34,10749,214980
CAMP02386,Influencer Boost,2024-09-19,2024-10-11,Event,2034.95,4987,970,258373.55,17505,297585
CAMP02387,Influencer Boost,2024-04-03,2024-04-22,Social Media,6137.76,3717,994,89476.44,291,5529
CAMP02388,Festive Ads,2024-05-16,2024-05-23,Email,7300.4,851,91,24652.55,8128,40640
CAMP02389,Festive Ads,2024-07-16,2024-08-09,Social Media,8493.21,4597,369,55459.44,9298,148768
CAMP02390,Brand Awareness,2024-01-10,2024-02-01,Influencer,17776.25,1456,39,10711.86,1007,10070
CAMP02391,Email Blast,2024-02-23,2024-03-04,Social Media,18509.15,2307,512,29900.12,6703,127357
CAMP02392,Email Blast,2024-07-30,2024-08-05,Influencer,19054.26,2678,304,65718.57,3113,49808
CAMP02393,Email Blast,2024-07-05,2024-08-03,Influencer,17740.58,3063,429,47774.4,13688,109504
CAMP02394,Influencer Boost,2024-09-02,2024-09-08,Event,8777.32,1978,422,109584.28,6616,92624
CAMP02395,Email Blast,2024-04-26,2024-05-19,Influencer,2866.37,1421,246,64974.25,8478,67824
CAMP02396,Product Launch,2024-02-13,2024-03-02,Social Media,5949.17,2535,622,150597.48,14464,115712
CAMP02397,Summer Sale,2024-03-17,2024-04-03,Event,12311.08,2437,8,1454.26,19983,299745
CAMP02398,Email Blast,2024-10-10,2024-10-30,Influencer,11996.64,3503,798,58623.59,3898,42878
CAMP02399,Influencer Boost,2024-12-08,2024-12-31,Social Media,10255.95,1665,145,19854.99,6725,53800
CAMP02400,Email Blast,2024-02-01,2024-02-09,Email,13436.26,2347,470,65419.57,8318,83180
CAMP02401,Brand Awareness,2024-03-02,2024-03-21,Event,10091.8,4932,425,102902.73,19471,253123
CAMP02402,Festive Ads,2024-07-22,2024-08-18,Email,15772.71,4202,381,53149.16,17618,105708
CAMP02403,Winter Sale,2024-07-20,2024-08-06,Email,3737.0,2293,286,71863.06,15598,155980
CAMP02404,Festive Ads,2024-07-13,2024-07-22,Influencer,13051.16,950,285,35396.97,6948,62532
CAMP02405,Winter Sale,2024-09-22,2024-10-17,Influencer,15385.29,4237,1180,268581.61,8500,85000
CAMP02406,Festive Ads,2024-02-22,2024-03-05,Event,19646.12,4904,1280,370992.89,11161,145093
CAMP02407,Winter Sale,2024-02-25,2024-03-25,Social Media,17550.75,2050,338,20970.35,11769,223611
